,Organism,Protein Length
3168,Organism5,518
3169,Organism5,1141
3170,Organism5,2132
3171,Organism5,1889
3172,Organism5,455
3173,Organism5,943
3174,Organism5,306
3175,Organism5,1092
3176,Organism5,310
3177,Organism5,609
3178,Organism5,172
3179,Organism5,2278
3180,Organism5,263
3181,Organism5,475
3182,Organism5,347
3183,Organism5,401
3184,Organism5,213
3185,Organism5,254
3186,Organism5,453
3187,Organism5,844
3188,Organism5,692
3189,Organism5,218
3190,Organism5,755
3191,Organism5,294
3192,Organism5,119
3193,Organism5,537
3194,Organism5,929
3195,Organism5,1509
3196,Organism5,584
3197,Organism5,580
3198,Organism5,615
3199,Organism5,447
3200,Organism5,843
3201,Organism5,1441
3202,Organism5,1021
3203,Organism5,299
3204,Organism5,479
3205,Organism5,633
3206,Organism5,167
3207,Organism5,437
3208,Organism5,145
3209,Organism5,820
3210,Organism5,494
3211,Organism5,557
3212,Organism5,176
3213,Organism5,387
3214,Organism5,271
3215,Organism5,371
3216,Organism5,431
3217,Organism5,427
3218,Organism5,460
3219,Organism5,389
3220,Organism5,457
3221,Organism5,80
3222,Organism5,711
3223,Organism5,296
3224,Organism5,382
3225,Organism5,650
3226,Organism5,2672
3227,Organism5,155
3228,Organism5,419
3229,Organism5,1005
3230,Organism5,1178
3231,Organism5,684
3232,Organism5,2151
3233,Organism5,220
3234,Organism5,136
3235,Organism5,127
3236,Organism5,503
3237,Organism5,803
3238,Organism5,278
3239,Organism5,382
3240,Organism5,1440
3241,Organism5,1566
3242,Organism5,1128
3243,Organism5,276
3244,Organism5,830
3245,Organism5,510
3246,Organism5,446
3247,Organism5,735
3248,Organism5,5570
3249,Organism5,1013
3250,Organism5,394
3251,Organism5,240
3252,Organism5,340
3253,Organism5,459
3254,Organism5,408
3255,Organism5,190
3256,Organism5,277
3257,Organism5,542
3258,Organism5,242
3259,Organism5,188
3260,Organism5,256
3261,Organism5,1054
3262,Organism5,1109
3263,Organism5,370
3264,Organism5,388
3265,Organism5,970
3266,Organism5,541
3267,Organism5,547
3268,Organism5,420
3269,Organism5,287
3270,Organism5,669
3271,Organism5,1211
3272,Organism5,1141
3273,Organism5,568
3274,Organism5,507
3275,Organism5,623
3276,Organism5,287
3277,Organism5,155
3278,Organism5,130
3279,Organism5,500
3280,Organism5,564
3281,Organism5,136
3282,Organism5,275
3283,Organism5,357
3284,Organism5,95
3285,Organism5,183
3286,Organism5,105
3287,Organism5,122
3288,Organism5,627
3289,Organism5,765
3290,Organism5,1227
3291,Organism5,583
3292,Organism5,283
3293,Organism5,180
3294,Organism5,112
3295,Organism5,191
3296,Organism5,737
3297,Organism5,582
3298,Organism5,404
3299,Organism5,226
3300,Organism5,168
3301,Organism5,425
3302,Organism5,95
3303,Organism5,552
3304,Organism5,395
3305,Organism5,280
3306,Organism5,139
3307,Organism5,529
3308,Organism5,630
3309,Organism5,815
3310,Organism5,77
3311,Organism5,504
3312,Organism5,686
3313,Organism5,871
3314,Organism5,371
3315,Organism5,1803
3316,Organism5,1606
3317,Organism5,355
3318,Organism5,393
3319,Organism5,657
3320,Organism5,317
3321,Organism5,290
3322,Organism5,660
3323,Organism5,1350
3324,Organism5,143
3325,Organism5,361
3326,Organism5,315
3327,Organism5,302
3328,Organism5,455
3329,Organism5,418
3330,Organism5,472
3331,Organism5,707
3332,Organism5,318
3333,Organism5,575
3334,Organism5,686
3335,Organism5,433
3336,Organism5,451
3337,Organism5,134
3338,Organism5,463
3339,Organism5,822
3340,Organism5,760
3341,Organism5,625
3342,Organism5,324
3343,Organism5,407
3344,Organism5,172
3345,Organism5,1391
3346,Organism5,2514
3347,Organism5,883
3348,Organism5,523
3349,Organism5,651
3350,Organism5,458
3351,Organism5,858
3352,Organism5,1610
3353,Organism5,271
3354,Organism5,281
3355,Organism5,360
3356,Organism5,199
3357,Organism5,329
3358,Organism5,153
3359,Organism5,296
3360,Organism5,86
3361,Organism5,364
3362,Organism5,241
3363,Organism5,262
3364,Organism5,678
3365,Organism5,223
3366,Organism5,179
3367,Organism5,347
3368,Organism5,374
3369,Organism5,281
3370,Organism5,557
3371,Organism5,291
3372,Organism5,306
3373,Organism5,521
3374,Organism5,186
3375,Organism5,381
3376,Organism5,517
3377,Organism5,346
3378,Organism5,431
3379,Organism5,426
3380,Organism5,175
3381,Organism5,227
3382,Organism5,237
3383,Organism5,467
3384,Organism5,1371
3385,Organism5,223
3386,Organism5,249
3387,Organism5,377
3388,Organism5,2676
3389,Organism5,942
3390,Organism5,705
3391,Organism5,897
3392,Organism5,437
3393,Organism5,443
3394,Organism5,213
3395,Organism5,4945
3396,Organism5,219
3397,Organism5,127
3398,Organism5,135
3399,Organism5,668
3400,Organism5,536
3401,Organism5,3212
3402,Organism5,638
3403,Organism5,1531
3404,Organism5,1285
3405,Organism5,739
3406,Organism5,669
3407,Organism5,567
3408,Organism5,1241
3409,Organism5,702
3410,Organism5,782
3411,Organism5,212
3412,Organism5,186
3413,Organism5,788
3414,Organism5,862
3415,Organism5,183
3416,Organism5,1110
3417,Organism5,321
3418,Organism5,595
3419,Organism5,712
3420,Organism5,549
3421,Organism5,123
3422,Organism5,724
3423,Organism5,457
3424,Organism5,821
3425,Organism5,230
3426,Organism5,1330
3427,Organism5,274
3428,Organism5,888
3429,Organism5,1138
3430,Organism5,205
3431,Organism5,211
3432,Organism5,640
3433,Organism5,817
3434,Organism5,485
3435,Organism5,94
3436,Organism5,415
3437,Organism5,344
3438,Organism5,347
3439,Organism5,263
3440,Organism5,252
3441,Organism5,227
3442,Organism5,1043
3443,Organism5,1971
3444,Organism5,350
3445,Organism5,104
3446,Organism5,280
3447,Organism5,538
3448,Organism5,211
3449,Organism5,432
3450,Organism5,444
3451,Organism5,425
3452,Organism5,767
3453,Organism5,964
3454,Organism5,763
3455,Organism5,827
3456,Organism5,556
3457,Organism5,169
3458,Organism5,415
3459,Organism5,854
3460,Organism5,221
3461,Organism5,1158
3462,Organism5,348
3463,Organism5,502
3464,Organism5,194
3465,Organism5,550
3466,Organism5,270
3467,Organism5,335
3468,Organism5,2021
3469,Organism5,185
3470,Organism5,91
3471,Organism5,383
3472,Organism5,1388
3473,Organism5,225
3474,Organism5,461
3475,Organism5,3748
3476,Organism5,264
3477,Organism5,712
3478,Organism5,1103
3479,Organism5,448
3480,Organism5,284
3481,Organism5,598
3482,Organism5,283
3483,Organism5,166
3484,Organism5,632
3485,Organism5,993
3486,Organism5,203
3487,Organism5,318
3488,Organism5,232
3489,Organism5,1005
3490,Organism5,93
3491,Organism5,583
3492,Organism5,553
3493,Organism5,225
3494,Organism5,491
3495,Organism5,186
3496,Organism5,96
3497,Organism5,304
3498,Organism5,374
3499,Organism5,144
3500,Organism5,96
3501,Organism5,809
3502,Organism5,700
3503,Organism5,790
3504,Organism5,167
3505,Organism5,241
3506,Organism5,249
3507,Organism5,361
3508,Organism5,222
3509,Organism5,1642
3510,Organism5,172
3511,Organism5,1435
3512,Organism5,581
3513,Organism5,172
3514,Organism5,1305
3515,Organism5,724
3516,Organism5,937
3517,Organism5,1817
3518,Organism5,165
3519,Organism5,633
3520,Organism5,977
3521,Organism5,249
3522,Organism5,732
3523,Organism5,689
3524,Organism5,351
3525,Organism5,1333
3526,Organism5,327
3527,Organism5,123
3528,Organism5,685
3529,Organism5,132
3530,Organism5,336
3531,Organism5,121
3532,Organism5,126
3533,Organism5,374
3534,Organism5,289
3535,Organism5,186
3536,Organism5,700
3537,Organism5,238
3538,Organism5,237
3539,Organism5,490
3540,Organism5,146
3541,Organism5,106
3542,Organism5,334
3543,Organism5,301
3544,Organism5,264
3545,Organism5,251
3546,Organism5,246
3547,Organism5,258
3548,Organism5,270
3549,Organism5,1629
3550,Organism5,317
3551,Organism5,956
3552,Organism5,139
3553,Organism5,1313
3554,Organism5,277
3555,Organism5,187
3556,Organism5,205
3557,Organism5,136
3558,Organism5,1048
3559,Organism5,198
3560,Organism5,1667
3561,Organism5,224
3562,Organism5,250
3563,Organism5,557
3564,Organism5,197
3565,Organism5,304
3566,Organism5,147
3567,Organism5,1128
3568,Organism5,1512
3569,Organism5,641
3570,Organism5,444
3571,Organism5,222
3572,Organism5,870
3573,Organism5,108
3574,Organism5,200
3575,Organism5,1139
3576,Organism5,541
3577,Organism5,1172
3578,Organism5,2023
3579,Organism5,193
3580,Organism5,98
3581,Organism5,58
3582,Organism5,406
3583,Organism5,194
3584,Organism5,155
3585,Organism5,317
3586,Organism5,1371
3587,Organism5,630
3588,Organism5,261
3589,Organism5,355
3590,Organism5,717
3591,Organism5,195
3592,Organism5,407
3593,Organism5,368
3594,Organism5,784
3595,Organism5,571
3596,Organism5,195
3597,Organism5,1931
3598,Organism5,321
3599,Organism5,766
3600,Organism5,268
3601,Organism5,678
3602,Organism5,518
3603,Organism5,251
3604,Organism5,733
3605,Organism5,171
3606,Organism5,206
3607,Organism5,176
3608,Organism5,224
3609,Organism5,526
3610,Organism5,187
3611,Organism5,502
3612,Organism5,326
3613,Organism5,443
3614,Organism5,830
3615,Organism5,583
3616,Organism5,427
3617,Organism5,220
3618,Organism5,1218
3619,Organism5,315
3620,Organism5,480
3621,Organism5,213
3622,Organism5,717
3623,Organism5,382
3624,Organism5,621
3625,Organism5,391
3626,Organism5,319
3627,Organism5,207
3628,Organism5,485
3629,Organism5,99
3630,Organism5,997
3631,Organism5,362
3632,Organism5,347
3633,Organism5,126
3634,Organism5,390
3635,Organism5,178
3636,Organism5,432
3637,Organism5,1093
3638,Organism5,353
3639,Organism5,158
3640,Organism5,1029
3641,Organism5,147
3642,Organism5,571
3643,Organism5,554
3644,Organism5,505
3645,Organism5,476
3646,Organism5,249
3647,Organism5,642
3648,Organism5,129
3649,Organism5,255
3650,Organism5,271
3651,Organism5,435
3652,Organism5,2560
3653,Organism5,288
3654,Organism5,226
3655,Organism5,1422
3656,Organism5,542
3657,Organism5,524
3658,Organism5,563
3659,Organism5,172
3660,Organism5,1117
3661,Organism5,776
3662,Organism5,322
3663,Organism5,645
3664,Organism5,188
3665,Organism5,325
3666,Organism5,102
3667,Organism5,412
3668,Organism5,190
3669,Organism5,364
3670,Organism5,461
3671,Organism5,320
3672,Organism5,218
3673,Organism5,945
3674,Organism5,549
3675,Organism5,469
3676,Organism5,513
3677,Organism5,1604
3678,Organism5,1097
3679,Organism5,579
3680,Organism5,753
3681,Organism5,226
3682,Organism5,495
3683,Organism5,963
3684,Organism5,112
3685,Organism5,1365
3686,Organism5,554
3687,Organism5,87
3688,Organism5,197
3689,Organism5,429
3690,Organism5,451
3691,Organism5,522
3692,Organism5,1052
3693,Organism5,1636
3694,Organism5,528
3695,Organism5,261
3696,Organism5,310
3697,Organism5,1027
3698,Organism5,112
3699,Organism5,654
3700,Organism5,734
3701,Organism5,543
3702,Organism5,522
3703,Organism5,107
3704,Organism5,454
3705,Organism5,438
3706,Organism5,151
3707,Organism5,489
3708,Organism5,997
3709,Organism5,162
3710,Organism5,439
3711,Organism5,392
3712,Organism5,907
3713,Organism5,885
3714,Organism5,651
3715,Organism5,568
3716,Organism5,593
3717,Organism5,259
3718,Organism5,423
3719,Organism5,455
3720,Organism5,596
3721,Organism5,2073
3722,Organism5,108
3723,Organism5,861
3724,Organism5,355
3725,Organism5,251
3726,Organism5,1241
3727,Organism5,502
3728,Organism5,506
3729,Organism5,977
3730,Organism5,567
3731,Organism5,113
3732,Organism5,548
3733,Organism5,251
3734,Organism5,677
3735,Organism5,289
3736,Organism5,347
3737,Organism5,549
3738,Organism5,349
3739,Organism5,215
3740,Organism5,855
3741,Organism5,276
3742,Organism5,222
3743,Organism5,793
3744,Organism5,434
3745,Organism5,464
3746,Organism5,1056
3747,Organism5,1601
3748,Organism5,185
3749,Organism5,127
3750,Organism5,88
3751,Organism5,141
3752,Organism5,1346
3753,Organism5,457
3754,Organism5,81
3755,Organism5,201
3756,Organism5,482
3757,Organism5,164
3758,Organism5,371
3759,Organism5,722
3760,Organism5,227
3761,Organism5,450
3762,Organism5,293
3763,Organism5,504
3764,Organism5,883
3765,Organism5,196
3766,Organism5,236
3767,Organism5,597
3768,Organism5,305
3769,Organism5,211
3770,Organism5,231
3771,Organism5,2511
3772,Organism5,396
3773,Organism5,667
3774,Organism5,613
3775,Organism5,545
3776,Organism5,803
3777,Organism5,165
3778,Organism5,1887
3779,Organism5,467
3780,Organism5,847
3781,Organism5,283
3782,Organism5,344
3783,Organism5,2288
3784,Organism5,341
3785,Organism5,381
3786,Organism5,750
3787,Organism5,635
3788,Organism5,1788
3789,Organism5,242
3790,Organism5,1100
3791,Organism5,836
3792,Organism5,418
3793,Organism5,368
3794,Organism5,82
3795,Organism5,1248
3796,Organism5,1154
3797,Organism5,208
3798,Organism5,272
3799,Organism5,721
3800,Organism5,1427
3801,Organism5,238
3802,Organism5,555
3803,Organism5,1923
3804,Organism5,468
3805,Organism5,151
3806,Organism5,626
3807,Organism5,414
3808,Organism5,539
3809,Organism5,627
3810,Organism5,944
3811,Organism5,805
3812,Organism5,327
3813,Organism5,506
3814,Organism5,481
3815,Organism5,1272
3816,Organism5,289
3817,Organism5,189
3818,Organism5,278
3819,Organism5,162
3820,Organism5,340
3821,Organism5,262
3822,Organism5,452
3823,Organism5,728
3824,Organism5,277
3825,Organism5,295
3826,Organism5,711
3827,Organism5,759
3828,Organism5,317
3829,Organism5,442
3830,Organism5,321
3831,Organism5,1268
3832,Organism5,194
3833,Organism5,293
3834,Organism5,1121
3835,Organism5,238
3836,Organism5,741
3837,Organism5,251
3838,Organism5,147
3839,Organism5,309
3840,Organism5,484
3841,Organism5,286
3842,Organism5,301
3843,Organism5,520
3844,Organism5,440
3845,Organism5,749
3846,Organism5,332
3847,Organism5,1804
3848,Organism5,425
3849,Organism5,718
3850,Organism5,707
3851,Organism5,522
3852,Organism5,199
3853,Organism5,422
3854,Organism5,388
3855,Organism5,245
3856,Organism5,572
3857,Organism5,182
3858,Organism5,175
3859,Organism5,589
3860,Organism5,384
3861,Organism5,343
3862,Organism5,332
3863,Organism5,1496
3864,Organism5,587
3865,Organism5,176
3866,Organism5,584
3867,Organism5,362
3868,Organism5,257
3869,Organism5,696
3870,Organism5,185
3871,Organism5,130
3872,Organism5,915
3873,Organism5,398
3874,Organism5,1042
3875,Organism5,919
3876,Organism5,865
3877,Organism5,646
3878,Organism5,1274
3879,Organism5,89
3880,Organism5,367
3881,Organism5,244
3882,Organism5,701
3883,Organism5,149
3884,Organism5,582
3885,Organism5,152
3886,Organism5,268
3887,Organism5,571
3888,Organism5,138
3889,Organism5,1055
3890,Organism5,349
3891,Organism5,862
3892,Organism5,279
3893,Organism5,257
3894,Organism5,1080
3895,Organism5,1021
3896,Organism5,478
3897,Organism5,160
3898,Organism5,586
3899,Organism5,1738
3900,Organism5,1562
3901,Organism5,460
3902,Organism5,687
3903,Organism5,298
3904,Organism5,97
3905,Organism5,977
3906,Organism5,221
3907,Organism5,557
3908,Organism5,316
3909,Organism5,285
3910,Organism5,394
3911,Organism5,261
3912,Organism5,352
3913,Organism5,385
3914,Organism5,243
3915,Organism5,467
3916,Organism5,284
3917,Organism5,347
3918,Organism5,535
3919,Organism5,1020
3920,Organism5,446
3921,Organism5,245
3922,Organism5,155
3923,Organism5,113
3924,Organism5,217
3925,Organism5,197
3926,Organism5,698
3927,Organism5,663
3928,Organism5,325
3929,Organism5,105
0,Organism6,122
1,Organism6,376
2,Organism6,143
3,Organism6,376
4,Organism6,170
5,Organism6,462
6,Organism6,3006
7,Organism6,228
8,Organism6,59
9,Organism6,451
10,Organism6,2254
11,Organism6,388
12,Organism6,144
13,Organism6,219
14,Organism6,928
15,Organism6,446
16,Organism6,228
17,Organism6,577
18,Organism6,409
19,Organism6,2164
20,Organism6,996
21,Organism6,184
22,Organism6,453
23,Organism6,922
24,Organism6,294
25,Organism6,967
26,Organism6,219
27,Organism6,124
28,Organism6,660
29,Organism6,233
30,Organism6,420
31,Organism6,2568
32,Organism6,598
33,Organism6,490
34,Organism6,642
35,Organism6,351
36,Organism6,531
37,Organism6,553
38,Organism6,187
39,Organism6,413
40,Organism6,945
41,Organism6,325
42,Organism6,1234
43,Organism6,1039
44,Organism6,380
45,Organism6,1435
46,Organism6,1285
47,Organism6,702
48,Organism6,867
49,Organism6,625
50,Organism6,308
51,Organism6,594
52,Organism6,179
53,Organism6,639
54,Organism6,1045
55,Organism6,508
56,Organism6,231
57,Organism6,41
58,Organism6,134
59,Organism6,262
60,Organism6,337
61,Organism6,410
62,Organism6,351
63,Organism6,141
64,Organism6,726
65,Organism6,270
66,Organism6,346
67,Organism6,392
68,Organism6,120
69,Organism6,83
70,Organism6,717
71,Organism6,764
72,Organism6,938
73,Organism6,172
74,Organism6,130
75,Organism6,382
76,Organism6,574
77,Organism6,522
78,Organism6,455
79,Organism6,313
80,Organism6,273
81,Organism6,354
82,Organism6,134
83,Organism6,221
84,Organism6,119
85,Organism6,333
86,Organism6,376
87,Organism6,1839
88,Organism6,2352
89,Organism6,586
90,Organism6,931
91,Organism6,186
92,Organism6,553
93,Organism6,97
94,Organism6,558
95,Organism6,1019
96,Organism6,608
97,Organism6,3205
98,Organism6,1053
99,Organism6,191
100,Organism6,153
101,Organism6,268
102,Organism6,622
103,Organism6,101
104,Organism6,1143
105,Organism6,803
106,Organism6,104
107,Organism6,2175
108,Organism6,289
109,Organism6,870
110,Organism6,1204
111,Organism6,1010
112,Organism6,353
113,Organism6,336
114,Organism6,256
115,Organism6,1198
116,Organism6,120
117,Organism6,754
118,Organism6,389
119,Organism6,1663
120,Organism6,877
121,Organism6,367
122,Organism6,370
123,Organism6,767
124,Organism6,378
125,Organism6,71
126,Organism6,91
127,Organism6,289
128,Organism6,230
129,Organism6,207
130,Organism6,74
131,Organism6,282
132,Organism6,280
133,Organism6,184
134,Organism6,443
135,Organism6,75
136,Organism6,133
137,Organism6,572
138,Organism6,70
139,Organism6,642
140,Organism6,131
141,Organism6,295
142,Organism6,372
143,Organism6,606
144,Organism6,586
145,Organism6,1306
146,Organism6,1336
147,Organism6,538
148,Organism6,438
149,Organism6,517
150,Organism6,564
151,Organism6,196
152,Organism6,652
153,Organism6,322
154,Organism6,188
155,Organism6,492
156,Organism6,471
157,Organism6,187
158,Organism6,658
159,Organism6,618
160,Organism6,1380
161,Organism6,483
162,Organism6,3125
163,Organism6,2437
164,Organism6,810
165,Organism6,340
166,Organism6,499
167,Organism6,82
168,Organism6,393
169,Organism6,285
170,Organism6,962
171,Organism6,1074
172,Organism6,216
173,Organism6,112
174,Organism6,108
175,Organism6,381
176,Organism6,996
177,Organism6,126
178,Organism6,678
179,Organism6,984
180,Organism6,359
181,Organism6,1704
182,Organism6,128
183,Organism6,259
184,Organism6,320
185,Organism6,340
186,Organism6,175
187,Organism6,861
188,Organism6,161
189,Organism6,2842
190,Organism6,367
191,Organism6,202
192,Organism6,1749
193,Organism6,404
194,Organism6,355
195,Organism6,950
196,Organism6,89
197,Organism6,518
198,Organism6,536
199,Organism6,888
200,Organism6,147
201,Organism6,299
202,Organism6,206
203,Organism6,194
204,Organism6,910
205,Organism6,577
206,Organism6,318
207,Organism6,109
208,Organism6,158
209,Organism6,740
210,Organism6,1899
211,Organism6,951
212,Organism6,361
213,Organism6,744
214,Organism6,141
215,Organism6,221
216,Organism6,413
217,Organism6,596
218,Organism6,481
219,Organism6,698
220,Organism6,307
221,Organism6,109
222,Organism6,1099
223,Organism6,3290
224,Organism6,583
225,Organism6,500
226,Organism6,833
227,Organism6,213
228,Organism6,695
229,Organism6,504
230,Organism6,454
231,Organism6,114
232,Organism6,168
233,Organism6,207
234,Organism6,2094
235,Organism6,381
236,Organism6,229
237,Organism6,570
238,Organism6,956
239,Organism6,1816
240,Organism6,1735
241,Organism6,518
242,Organism6,501
243,Organism6,77
244,Organism6,1850
245,Organism6,106
246,Organism6,117
247,Organism6,790
248,Organism6,92
249,Organism6,1192
250,Organism6,250
251,Organism6,175
252,Organism6,852
253,Organism6,303
254,Organism6,1350
255,Organism6,509
256,Organism6,653
257,Organism6,82
258,Organism6,909
259,Organism6,362
260,Organism6,396
261,Organism6,272
262,Organism6,846
263,Organism6,716
264,Organism6,314
265,Organism6,648
266,Organism6,353
267,Organism6,53
268,Organism6,679
269,Organism6,103
270,Organism6,308
271,Organism6,698
272,Organism6,501
273,Organism6,211
274,Organism6,1804
275,Organism6,960
276,Organism6,602
277,Organism6,984
278,Organism6,1344
279,Organism6,181
280,Organism6,136
281,Organism6,370
282,Organism6,566
283,Organism6,390
284,Organism6,798
285,Organism6,183
286,Organism6,373
287,Organism6,1017
288,Organism6,422
289,Organism6,496
290,Organism6,438
291,Organism6,260
292,Organism6,590
293,Organism6,285
294,Organism6,3626
295,Organism6,866
296,Organism6,168
297,Organism6,904
298,Organism6,168
299,Organism6,1036
300,Organism6,252
301,Organism6,217
302,Organism6,681
303,Organism6,245
304,Organism6,286
305,Organism6,357
306,Organism6,483
307,Organism6,746
308,Organism6,118
309,Organism6,84
310,Organism6,423
311,Organism6,1698
312,Organism6,328
313,Organism6,638
314,Organism6,633
315,Organism6,128
316,Organism6,2831
317,Organism6,877
318,Organism6,961
319,Organism6,1154
320,Organism6,505
321,Organism6,607
322,Organism6,809
323,Organism6,187
324,Organism6,269
325,Organism6,310
326,Organism6,1069
327,Organism6,480
328,Organism6,430
329,Organism6,330
330,Organism6,1378
331,Organism6,281
332,Organism6,314
333,Organism6,487
334,Organism6,894
335,Organism6,242
336,Organism6,203
337,Organism6,302
338,Organism6,1059
339,Organism6,249
340,Organism6,1921
341,Organism6,156
342,Organism6,316
343,Organism6,365
344,Organism6,1219
345,Organism6,236
346,Organism6,584
347,Organism6,162
348,Organism6,507
349,Organism6,281
350,Organism6,3617
351,Organism6,338
352,Organism6,126
353,Organism6,124
354,Organism6,482
355,Organism6,304
356,Organism6,933
357,Organism6,293
358,Organism6,809
359,Organism6,239
360,Organism6,456
361,Organism6,304
362,Organism6,1376
363,Organism6,530
364,Organism6,328
365,Organism6,948
366,Organism6,371
367,Organism6,616
368,Organism6,250
369,Organism6,1419
370,Organism6,521
371,Organism6,196
372,Organism6,733
373,Organism6,58
374,Organism6,1254
375,Organism6,723
376,Organism6,114
377,Organism6,145
378,Organism6,264
379,Organism6,681
380,Organism6,484
381,Organism6,351
382,Organism6,335
383,Organism6,999
384,Organism6,527
385,Organism6,1703
386,Organism6,380
387,Organism6,358
388,Organism6,318
389,Organism6,606
390,Organism6,784
391,Organism6,9347
392,Organism6,230
393,Organism6,300
394,Organism6,349
395,Organism6,1041
396,Organism6,250
397,Organism6,1067
398,Organism6,150
399,Organism6,1052
400,Organism6,193
401,Organism6,88
402,Organism6,1593
403,Organism6,889
404,Organism6,342
405,Organism6,107
406,Organism6,890
407,Organism6,231
408,Organism6,478
409,Organism6,1407
410,Organism6,224
411,Organism6,950
412,Organism6,425
413,Organism6,743
414,Organism6,1448
415,Organism6,274
416,Organism6,197
417,Organism6,186
418,Organism6,506
419,Organism6,745
420,Organism6,234
421,Organism6,106
422,Organism6,402
423,Organism6,305
424,Organism6,286
425,Organism6,95
426,Organism6,697
427,Organism6,583
428,Organism6,196
429,Organism6,212
430,Organism6,307
431,Organism6,134
432,Organism6,718
433,Organism6,232
434,Organism6,2126
435,Organism6,583
436,Organism6,60
437,Organism6,271
438,Organism6,3891
439,Organism6,358
440,Organism6,367
441,Organism6,266
442,Organism6,2562
443,Organism6,783
444,Organism6,1091
445,Organism6,144
446,Organism6,116
447,Organism6,1567
448,Organism6,142
449,Organism6,195
450,Organism6,1453
451,Organism6,817
452,Organism6,1470
453,Organism6,245
454,Organism6,571
455,Organism6,730
456,Organism6,106
457,Organism6,263
458,Organism6,957
459,Organism6,451
460,Organism6,250
461,Organism6,148
462,Organism6,256
463,Organism6,42
464,Organism6,2768
465,Organism6,1433
466,Organism6,904
467,Organism6,752
468,Organism6,1704
469,Organism6,332
470,Organism6,304
471,Organism6,907
472,Organism6,2421
473,Organism6,823
474,Organism6,2375
475,Organism6,556
476,Organism6,441
477,Organism6,536
478,Organism6,728
479,Organism6,171
480,Organism6,937
481,Organism6,212
482,Organism6,490
483,Organism6,971
484,Organism6,198
485,Organism6,163
486,Organism6,479
487,Organism6,2840
488,Organism6,186
489,Organism6,942
490,Organism6,610
491,Organism6,525
492,Organism6,179
493,Organism6,673
494,Organism6,137
495,Organism6,583
496,Organism6,316
497,Organism6,421
498,Organism6,596
499,Organism6,344
500,Organism6,218
501,Organism6,102
502,Organism6,1122
503,Organism6,569
504,Organism6,681
505,Organism6,300
506,Organism6,433
507,Organism6,213
508,Organism6,2387
509,Organism6,128
510,Organism6,448
511,Organism6,2240
512,Organism6,1440
513,Organism6,1077
514,Organism6,756
515,Organism6,1383
516,Organism6,351
517,Organism6,1060
518,Organism6,80
519,Organism6,279
520,Organism6,1070
521,Organism6,342
522,Organism6,579
523,Organism6,652
524,Organism6,306
525,Organism6,192
526,Organism6,306
527,Organism6,557
528,Organism6,175
529,Organism6,113
530,Organism6,1428
531,Organism6,803
532,Organism6,384
533,Organism6,271
534,Organism6,316
535,Organism6,1572
536,Organism6,819
537,Organism6,548
538,Organism6,3073
539,Organism6,1696
540,Organism6,721
541,Organism6,503
542,Organism6,120
543,Organism6,186
544,Organism6,542
545,Organism6,363
546,Organism6,367
547,Organism6,368
548,Organism6,401
549,Organism6,942
550,Organism6,343
551,Organism6,1125
552,Organism6,663
553,Organism6,1261
554,Organism6,690
555,Organism6,978
556,Organism6,241
557,Organism6,407
558,Organism6,1140
559,Organism6,468
560,Organism6,292
561,Organism6,1163
562,Organism6,104
563,Organism6,293
564,Organism6,228
565,Organism6,2536
566,Organism6,756
567,Organism6,475
568,Organism6,740
569,Organism6,393
570,Organism6,638
571,Organism6,602
572,Organism6,120
573,Organism6,523
574,Organism6,252
575,Organism6,1407
576,Organism6,54
577,Organism6,222
578,Organism6,287
579,Organism6,300
580,Organism6,997
581,Organism6,981
582,Organism6,103
583,Organism6,1295
584,Organism6,282
585,Organism6,1270
586,Organism6,162
587,Organism6,422
588,Organism6,251
589,Organism6,117
590,Organism6,405
591,Organism6,1601
592,Organism6,5571
593,Organism6,95
594,Organism6,171
595,Organism6,343
596,Organism6,458
597,Organism6,362
598,Organism6,2173
599,Organism6,235
600,Organism6,696
601,Organism6,349
602,Organism6,2249
603,Organism6,857
604,Organism6,663
605,Organism6,1137
606,Organism6,948
607,Organism6,609
608,Organism6,51
609,Organism6,508
610,Organism6,566
611,Organism6,184
612,Organism6,226
613,Organism6,246
614,Organism6,1094
615,Organism6,609
616,Organism6,147
617,Organism6,359
618,Organism6,2051
619,Organism6,469
620,Organism6,1377
621,Organism6,225
622,Organism6,1163
623,Organism6,331
624,Organism6,124
625,Organism6,3004
626,Organism6,126
627,Organism6,168
628,Organism6,612
629,Organism6,1489
630,Organism6,1094
631,Organism6,776
632,Organism6,108
633,Organism6,199
634,Organism6,405
635,Organism6,276
636,Organism6,619
637,Organism6,868
638,Organism6,133
639,Organism6,276
640,Organism6,1396
641,Organism6,593
642,Organism6,1955
643,Organism6,437
644,Organism6,121
645,Organism6,231
646,Organism6,2253
647,Organism6,200
648,Organism6,747
649,Organism6,133
650,Organism6,238
651,Organism6,1484
652,Organism6,253
653,Organism6,286
654,Organism6,2946
655,Organism6,2148
656,Organism6,459
657,Organism6,327
658,Organism6,432
659,Organism6,1961
660,Organism6,2528
661,Organism6,160
662,Organism6,248
663,Organism6,636
664,Organism6,201
665,Organism6,164
666,Organism6,674
667,Organism6,1217
668,Organism6,1367
669,Organism6,433
670,Organism6,2275
671,Organism6,240
672,Organism6,268
673,Organism6,141
674,Organism6,3099
675,Organism6,400
676,Organism6,842
677,Organism6,1111
678,Organism6,509
679,Organism6,591
680,Organism6,545
681,Organism6,144
682,Organism6,177
